name,date_x,score,genre,overview,orig_title,orig_lang,budget_x,country
Scream,01/13/2022,67.0,"Horror,Mystery,Thriller","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro,a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",Scream,English,24000000.0,AU
Scream,01/13/2022,67.0,"Horror,Mystery,Thriller","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro,a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",Scream,English,15000000.0,AU
Devotion,01/20/2023,74.0,"War,History,Drama","The harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen.",Devotion,English,90000000.0,AU
The Woman King,10/27/2022,78.0,"Action,Drama,History","The story of the Agojie,the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen,and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",The Woman King,English,50000000.0,AU
Evil Dead Rise,04/20/2023,74.0,"Horror,Thriller","Two sisters find an ancient book that gives birth to bloodthirsty demons that run amok in a Los Angeles apartment building and thrusts them into a primal battle for survival as they face the most nightmarish version of family imaginable.",Evil Dead Rise,English,132500000.0,AU
Perfect Addiction,02/16/2023,67.0,"Drama,Romance,Action","A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.",Perfect Addiction,English,79800000.0,DE
Project Gemini,01/06/2022,58.0,"Science Fiction,Horror","After depleting Earth's resources for centuries,humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet,but when plans go awry,the crew is suddenly stranded without power on a strange planet,where something unimaginable lies in wait.",Звёздный разум,English,134000000.0,RU
Doctor Strange in the Multiverse of Madness,05/05/2022,74.0,"Fantasy,Action,Adventure","Doctor Strange,with the help of mystical allies both old and new,traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",Doctor Strange in the Multiverse of Madness,English,200000000.0,AU
There Are No Saints,07/01/2022,53.0,"Action,Mystery,Thriller","A man is imprisoned for a crime he didn't commit. When his wife is murdered and his son kidnapped and taken to Mexico,he devises an elaborate and dangerous plan to rescue his son and avenge the murder.",There Are No Saints,English,136400000.0,AU
Avengers: Infinity War,04/25/2018,83.0,"Adventure,Action,Science Fiction","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle,a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy,his goal is to collect all six Infinity Stones,artifacts of unimaginable power,and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",Avengers: Infinity War,English,300000000.0,AU
Smile,09/23/2022,68.0,"Horror,Mystery,Thriller","After witnessing a bizarre,traumatic incident involving a patient,Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life,Rose must confront her troubling past in order to survive and escape her horrifying new reality.",Smile,English,17000000.0,AU
¡Que Viva México!,03/23/2023,47.0,Comedy,"After his grandfather's death,a man travels with his wife and kids to his hometown,where chaos ensues with his relatives over the inheritance.",¡Que Viva México!," Spanish,Castilian",100100000.0,MX
Detective Knight: Independence,01/20/2023,56.0,"Action,Crime,Thriller","Detective James Knight 's last-minute assignment to the Independence Day shift turns into a race to stop an unbalanced ambulance EMT from imperiling the city's festivities. The misguided vigilante,playing cop with a stolen gun and uniform,has a bank vault full of reasons to put on his own fireworks show... one that will strike dangerously close to Knight's home.",Detective Knight: Independence,English,134200000.0,US
Strange World,11/24/2022,65.0,"Animation,Family,Adventure,Science Fiction","A journey deep into an uncharted and treacherous land,where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest,and by far most crucial,mission.",Strange World,English,135000000.0,AU
The Ten Commandments,12/12/1958,78.0,"Drama,History","Escaping death,a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage,Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",The Ten Commandments,English,13500000.0,AU
The Ten Commandments,12/12/1958,78.0,"Drama,History","Escaping death,a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage,Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",The Ten Commandments,English,10000000.0,AU
Demon Slayer: Kimetsu no Yaiba Sibling's Bond,03/29/2019,80.0,"Action,Animation,Fantasy","Tanjiro finds his family slaughtered and the lone survivor,his sister Nezuko Kamado,turned into a Demon. To his surprise,however,Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba,covering episodes 1-5 with extra footage.",鬼滅の刃 兄妹の絆,Japanese,129000000.0,JP
Four's a Crowd,10/28/2022,63.0,Comedy,"Julián,a divorced man with financial problems,uses a cell phone application to share his car with strangers.",El cuarto pasajero," Spanish,Castilian",110000000.0,ES
Minions: The Rise of Gru,07/04/2022,75.0,"Animation,Comedy,Family","A fanboy of a supervillain supergroup known as the Vicious 6,Gru hatches a plan to become evil enough to join them,with the backup of his followers,the Minions.",Minions: The Rise of Gru,English,80000000.0,AU
Creed II,12/06/2018,70.0,Drama,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past,Adonis Creed is up against the challenge of his life.",Creed II,English,50000000.0,AU
Creed,11/26/2015,74.0,Drama,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson,the son of his late friend and former rival Apollo Creed.",Creed,English,37000000.0,AU
Beast,08/25/2022,68.0,"Thriller,Action,Horror,Adventure","A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However,their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",Beast,English,36000000.0,AU
Fast X,05/19/2023,0.0,"Action,Crime,Thriller","Over many missions and against impossible odds,Dom Toretto and his family have outsmarted,out-nerved and outdriven every foe in their path. Now,they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge,and who is determined to shatter this family and destroy everything—and everyone—that Dom loves,forever.",Fast X,English,340000000.0,US
My Name Is Vendetta,11/30/2022,68.0,"Action,Crime,Thriller","After old enemies kill his family,a former mafia enforcer and his feisty daughter flee to Milan,where they hide out while plotting their revenge.",Il mio nome è vendetta,Italian,113000000.0,AU
Wrath of Man,04/29/2021,77.0,"Action,Crime,Thriller","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon,the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",Wrath of Man,English,40000000.0,AU
Jeepers Creepers: Reborn,09/22/2022,57.0,"Horror,Thriller,Mystery","Forced to travel with her boyfriend to a horror festival,Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy,she becomes the center of it while something unearthly has been summoned.",Jeepers Creepers: Reborn,English,5000000.0,AU
Turning Red,03/11/2022,75.0,"Animation,Family,Comedy,Fantasy","Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited,she transforms into a giant red panda.",Turning Red,English,175000000.0,AU
Encanto,11/28/2021,76.0,"Animation,Comedy,Family,Fantasy","The tale of an extraordinary family,the Madrigals,who live hidden in the mountains of Colombia,in a magical house,in a vibrant town,in a wondrous,charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one,Mirabel. But when she discovers that the magic surrounding the Encanto is in danger,Mirabel decides that she,the only ordinary Madrigal,might just be her exceptional family's last hope.",Encanto,English,150000000.0,AU
Prancer: A Christmas Tale,11/22/2022,59.0,"Family,Fantasy","Ten-year-old Gloria and her recently widowed grandfather Bud befriend a mysterious reindeer when the family gather for Christmas. Bud comes to believe that Prancer may actually be magical,but Gloria fears his theory will send him straight to a retirement home.",Prancer: A Christmas Tale,English,86800000.0,US
Magic Mike's Last Dance,02/09/2023,72.0,"Comedy,Drama,Romance","Mike Lane takes to the stage again after a lengthy hiatus,following a business deal that went bust,leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah,Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line,once Mike discovers what she truly has in mind,will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?",Magic Mike's Last Dance,English,45000000.0,AU
